Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Type,Start Time,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,Jump Count,Total Grit,Average Flow,Flagged,Average Elapsed Speed,Dirt Distance,Newly Explored Distance,Newly Explored Dirt Distance,Activity Count,Total Steps,Media
3490528197,"May 21, 2020, 8:31:39 PM",Afternoon Run,Run,,2066,8.12,185.0,71,false,,,activities/3727517031.tcx.gz,0.0,,2066.0,2054.0,8123.0,12.399999618530273,3.9547224044799805,151.50537109375,152.0050048828125,234.89999389648438,288.3999938964844,16.0,-0.006155361421406269,,,,,185.0,160.31166076660156,,,527.0,,,71.0,,,,,,,,,,,,,0.0,,1.0,8475.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3498634161,"May 23, 2020, 1:43:36 PM",Morning Run,Run,,2693,10.06,192.0,113,false,,,activities/3736111681.tcx.gz,,,2693.0,2686.0,10068.2001953125,8.199999809265137,3.748399019241333,204.44497680664062,206.14500427246094,233.6999969482422,288.3999938964844,23.799999237060547,-0.01688484475016594,,,,,,165.82135009765625,,,672.0,,,113.0,,,,,,,,,,,,,0.0,,1.0,10586.400390625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3504302876,"May 24, 2020, 1:28:56 PM",Morning Run,Run,,2337,8.69,169.0,44,false,,,activities/3742156854.tcx.gz,,,2337.0,2317.0,8689.7998046875,8.600000381469727,3.750453233718872,159.4643096923828,159.66400146484375,234.89999389648438,288.3999938964844,22.5,-0.0023015488404780626,,,,,,147.76792907714844,,,577.0,,,44.0,,,,,,,,,,,,,0.0,,1.0,9096.2998046875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3511581068,"May 25, 2020, 7:54:36 PM",Afternoon Run,Run,,2180,8.19,177.0,51,false,,,activities/3749860145.tcx.gz,,,2180.0,2180.0,8192.900390625,7.300000190734863,3.7582108974456787,152.68165588378906,152.6820068359375,234.89999389648438,288.3999938964844,21.100000381469727,0.0,,,,,,151.55178833007812,,,542.0,,,51.0,,,,,,,,,,,,,0.0,,1.0,8561.400390625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3522595947,"May 27, 2020, 8:34:32 PM",Afternoon Run,Run,,2096,8.10,182.0,80,false,,,activities/3761436373.tcx.gz,,,2096.0,2055.0,8104.2998046875,8.5,3.9436984062194824,142.38385009765625,143.38400268554688,235.39999389648438,287.0,15.300000190734863,-0.01233912818133831,,,,,,163.0712432861328,,,533.0,,,80.0,,,,,,,,,,,,,0.0,,1.0,8406.7001953125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3527876082,"May 28, 2020, 8:43:06 PM",Afternoon Run,Run,,2167,8.12,174.0,51,false,,,activities/3766989829.tcx.gz,,,2167.0,2133.0,8127.60009765625,9.399999618530273,3.810407876968384,135.46766662597656,133.76800537109375,235.39999389648438,287.0,20.899999618530273,0.02091638371348381,,,,,,152.06512451171875,,,538.0,,,51.0,,,,,,,,,,,,,0.0,,1.0,8409.400390625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3536731991,"May 30, 2020, 2:38:20 PM",Morning Run,Run,,3003,11.28,174.0,85,false,,,activities/3776309982.tcx.gz,,,3003.0,3003.0,11282.2998046875,9.5,3.757009744644165,162.79002380371094,162.7899932861328,235.39999389648438,287.0,22.399999618530273,0.0,,,,,,156.05874633789062,,,755.0,,,85.0,,,,,,,,,,,,,0.0,,1.0,11621.7998046875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3542061062,"May 31, 2020, 1:37:43 PM",Morning Run,Run,,2585,9.86,172.0,59,false,,,activities/3782073219.tcx.gz,,,2585.0,2576.0,9859.0,8.399999618530273,3.827251434326172,154.96896362304688,154.06900024414062,235.39999389648438,287.0,14.899999618530273,0.00912871491163969,,,,,,149.82302856445312,,,656.0,,,59.0,,,,,,,,,,,,,0.0,,1.0,10192.900390625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3549589159,"Jun 1, 2020, 8:25:54 PM",Afternoon Run,Run,,2154,8.22,176.0,47,false,,,activities/3790095484.tcx.gz,,,2154.0,2136.0,8220.2998046875,9.199999809265137,3.8484549522399902,133.69627380371094,132.79627990722656,235.39999389648438,287.0,26.299999237060547,0.010948505252599716,,,,,,150.3756103515625,,,542.0,,,47.0,,,,,,,,,,,,,0.0,,1.0,8504.7001953125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3560159458,"Jun 3, 2020, 8:18:06 PM",Afternoon Run,Run,,2163,8.18,175.0,56,false,,,activities/3801241323.tcx.gz,,,2163.0,2163.0,8180.39990234375,9.100000381469727,3.7819695472717285,133.692626953125,132.8926239013672,235.39999389648438,286.8999938964844,28.399999618530273,0.009779472835361958,,,,,,154.03439331054688,,,542.0,,,56.0,,,,,,,,,,,,,0.0,,1.0,8473.2998046875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
